-> After n = 1 Iterations
0	A	0.24930555555555556
1	B	0.11944444444444445
2	C	0.14305555555555555
3	D	0.13125
4	E	0.2138888888888889
5	F	0.14305555555555555

-> After n = 10 Iterations
0	A	0.25203637602817186
1	B	0.13930650918251083
2	C	0.15129376593475075
3	D	0.11896297277689881
4	E	0.18710661014291716
5	F	0.15129376593475075

-> After n = 100 Iterations
0	A	0.2521271053751956
1	B	0.1393061853185386
2	C	0.1513064898667053
3	D	0.11890782257353921
4	E	0.18704590699931614
5	F	0.1513064898667053
